380838 201400 22986.6 24478.7 32746.7 23107.3 21829.6 8709.57 41914.2
380838 201400 22986.6 24478.7 32746.7 23107.3 21829.6 8709.57 41914.2
480033 172663 44618.3 50532.2 30100.1 25172.9 25576.5 12447.9 45278
1554220 168697 47294.4 34687.9 37950 30781.5 29605.1 16215.7 59386.5
947351 45286.6 75852.6 78323 28198.3 31118.4 26505.1 14176 28963.1
302707 391040 60130.3 61980.7 39357 32295.3 50221.7 20167.2 64335.2
193835 205048 33576 85134.7 51412.2 36589.4 34647.9 22227.6 51054.6
337765 200322 123986 194370 32447.8 54010.7 74523.9 37102.9 129669
253273 83287.7 30916.9 26150.4 12893 13036 14634.5 8038.3 47334.2
101210 55791.5 31788.7 12197.7 17596.3 13950.8 12025.2 7519.54 29517
594882 73989.7 39722.6 23546.4 14402.1 15319.2 19925.2 8650.1 30102.6
679376 168819 49276.3 73426.2 35895.2 37113.8 37442.9 20682.7 61097.1
195308 49138.5 33312 15093.7 10737.5 16443.9 16465.5 11346.4 28797.6
120643 89742 44297.2 20138.1 19816.3 20164.9 25354.6 12451.5 27465.6
271641 171606 19853.1 23581.1 10707.6 8211.96 15865.1 8100.2 18496
334424 203593 80027 37974.8 21844.6 27690.2 30318.5 18485.5 54716.2
402820 142529 51036.7 43905.9 30356.3 18778.6 16846.5 8859.04 31341.7
170666 27195.6 31835.6 15960.2 11434.7 10244 8903.06 10904.5 44421.2
262840 92096.7 34167.4 44739.7 20235.2 22739.5 17471.8 9401.22 32049.9
171601 202253 38910.5 30097.4 15889.1 21918.4 28344.7 11375.4 46491
235748 79383.1 23450.6 29768.3 25857.4 16951.3 23605.6 17140.5 43438
229446 62483.9 55837.7 80215.5 20019.7 25788.8 27383.6 13694.8 57581.4
328019 54565.7 31505.6 23765.8 15859.7 19062.6 19699.8 11737.6 31189.2
366945 32101.5 31171.9 24455.7 20317.1 19621.6 12179.7 7756.41 25071.2
220420 32213.4 23150.2 21547.2 11803.6 23374.6 12475 6268.72 26352
331036 49253.1 50083.5 53209.8 53630.6 44144.5 36526.7 29190.7 61248.5
491087 291024 84637.5 37834.9 58846.1 38270.2 40976.6 22397.8 76550.9
1345690 105247 80918.2 43090.6 24186.6 32004.6 31668.3 15266.4 58129.2
282144 210698 28163.4 41186.8 14209 11351 7813.16 5842.99 21638.8
1280570 108310 53801.1 53128.8 43112.6 34176.8 26071.2 13645 39288.5
304836 122562 14497 32853.9 24566 19783.8 17518.7 17191.6 43324.6
68356.5 41290.1 30041.5 33776.9 13345.4 17639.7 9775.86 5568.69 21262.4
199599 90668.3 40112.4 58319.9 48599 42618.4 52083.5 20357.2 71775.7
180294 63469.9 21717.2 34307.9 31557.5 54045 39808.3 22134.9 75014.3
205267 124662 50149.5 75320.2 38431.3 30493 37339.6 16103.2 64333.4
