423829 60558.7 24139.8 24551.3 12742.3 23830.4 20043.1 9616.27 33244
425441 77959.8 36011.6 71018.9 28119.9 24263.4 22206.4 8664.85 23535.1
448631 57868.7 25394.2 36912.2 12292.1 27005.6 19085.2 10283.6 29891
496354 140394 65992 87299.3 82171.9 48753.4 31178.8 24295.4 54784.1
533319 210861 68846.2 121199 80924.6 68188.5 72288 44475.9 101400
463499 67e3 31061.5 38338.4 21780.3 25161.5 17650.6 9727.97 35587.9
472849 39418.8 31535.4 63376.5 28791.8 32940.8 40082.7 21216.5 44222.3
483925 88372.4 45354.7 32642.6 18374.5 19128.8 23122.7 9605.2 35577.1
473242 458868 47469.6 25690.9 16660.4 22280.6 18153 13233 34124.5
410246 74281 24971.2 9177.75 15837.3 16528 12631 7469.21 18981.4
409528 57120 27122.9 18286.7 19430.8 8901.79 17282.2 10574 21856.4
430082 438607 37192.9 32274.1 15465.1 10576.7 18362 11609.2 22535
457387 148574 54570.9 51310.3 32031.8 41983.5 35460.1 24091.7 45286.4
497e3 86697 44960.2 54421.7 28823.8 23235.7 22042.2 17898.6 59922.4
482349 69934.1 31871.9 43155.1 19551.5 16529.3 19533.1 14320.3 51994.5
507805 148908 176985 44351.7 30724.7 50415.7 49222.3 21273.7 65929.4
461321 73149.1 75628.6 48627.7 14950.5 14948 15690.8 7535.38 39854.9
478461 124111 37583.5 38031.5 19855.1 35655.7 32069.2 17888.7 55804.1
472370 140787 32546.1 42026.8 16888.1 14445.2 13200.6 6872.71 22023.1
455727 105890 31716.3 35150.7 14619.9 16963 15363.4 6163.57 29368.8
489109 224540 21862.8 21056.1 31673.6 28791.8 35834.7 22483.7 58501.8
388717 41938 20736.1 12351.4 5479.44 11575.4 7948.54 4265.27 11264.7
433974 162527 22018.7 90876.9 32231.2 22281.1 25788.6 16742.3 44525.4
448191 83400.4 25618.4 33039.9 36612.9 25439 33631.8 17931.9 31614.8
459838 61235.5 27442.6 19762.5 8961.37 8083.53 7785.41 6095.95 28923.7
437172 157559 45267.9 25085.6 11183.2 19705.3 17801.8 7827.76 22275.8
443909 86430.8 53636.5 32737.2 16031.8 21795.7 20375 12416.5 33269.1
481782 343137 77539.1 28316.8 21688.6 41256 31556.4 14736.1 55209.3
464825 141260 48696.5 55272.6 26684.2 38013.3 38338.4 19737.8 58504.8
444477 100662 26510.2 43578.8 17763.5 18111.9 20060.2 7553.93 31445.3
474667 138144 45762.3 44795.8 43041.6 23610.8 31103.6 14622.1 55705.9
539093 178787 57230.3 64185.3 57688.1 46925.3 43556.4 24967.7 73010.1
414775 165312 65169.6 55068.3 17792.9 13622.9 13183.2 7716.72 16316.1
451029 97724.9 29008.6 26512.9 14399.9 15076.8 12011.7 5850.75 28097.9
525406 138436 34024.9 70692.8 51053.9 54035.9 39322.4 21513.3 76618.9
434869 75307.8 26099.4 52015.2 19263.1 17693.5 17202.5 6793.72 23510.5
439035 247462 39140.3 36787.9 13880.6 19101.4 22648.5 9964.32 27398.3
501893 154827 65978.2 39862.4 35529.5 32967.6 25142.7 14959.3 50239
465231 85858.3 18987.4 29698.6 12527.9 11367 12973.2 5773.61 34061.2
424978 77201.3 30279.4 53289 24218.7 39308.1 26481 12797.8 23737.8
494702 82149.4 29071.8 62716.9 35703 35004.1 47917 22889.6 82408.2
507181 160722 65532.1 72560.4 35948.6 44026.2 31757.9 23771 80254.8
431969 92588.7 23709 27883.3 18478.9 20246 18357.5 7412.88 37798.2
384649 20559.5 26187.1 12375.9 7433.83 7551.93 4974.71 2761.87 13177.4
438474 48969.4 18261.8 15081.9 16322.4 13100.8 16502.1 10126.5 39616.1
457534 146113 20732.7 11406.5 16332.4 14898.5 15795.8 10751.4 33704.7
454415 47577.3 23925.1 39193.8 28610.7 31801.5 23741.6 11820.9 41353.8
436001 212043 33813.9 23366.3 14997.6 11786.4 15001.9 6783.41 25109.2
461205 109357 45235.7 27623.8 19141 21751.2 23063.7 13046 46628.9
479310 74421.3 27730.1 12660 8355.95 10374.4 11063.3 5228.88 26897.2
